case_id,start_time,end_time,estimated_budget,product_type,Activity,Resource,role
827,2020-05-11T23:05:00,2020-05-12T11:18:00,5454.88, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
827,2020-05-14T11:07:00,2020-05-14T11:08:00,5454.88, Aluminium, Approve Quote,Roland Salazar,Senior Sales Engineer
827,2020-05-17T04:48:00,2020-05-17T04:48:00,5454.88, Aluminium, Submit Quote,Mariam Tate,Sales Rep
83,2020-01-10T20:41:00,2020-01-10T20:53:00,20446.81, Aluminium and Glass, Create Request for Quote,Mitchell Mckay,Sales Rep
83,2020-01-11T20:31:00,2020-01-11T20:36:00,20446.81, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
83,2020-01-11T20:41:00,2020-01-11T20:43:00,20446.81, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
83,2020-01-12T02:02:00,2020-01-12T02:28:00,20446.81, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
83,2020-01-12T18:50:00,2020-01-13T00:34:00,20446.81, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
83,2020-01-17T11:01:00,2020-01-17T11:02:00,20446.81, Aluminium and Glass, Approve Quote,Hugh Collins,Senior Sales Engineer
83,2020-01-19T10:10:00,2020-01-19T10:10:00,20446.81, Aluminium and Glass, Submit Quote,Katelyn Pitts,Sales Rep
832,2020-05-03T07:26:00,2020-05-03T08:00:00,7424.79, Aluminium and Wood, Create Request for Quote,Emilee Dorsey,Sales Rep
832,2020-05-04T08:03:00,2020-05-04T08:08:00,7424.79, Aluminium and Wood, Analyze Request for Quote,Korbin Miranda,Sales Engineer
832,2020-05-04T08:12:00,2020-05-04T08:14:00,7424.79, Aluminium and Wood, Prepare New Product Design,Brynn Warren,Sales Engineer
832,2020-05-05T21:20:00,2020-05-05T21:28:00,7424.79, Aluminium and Wood, Prepare Production Plan,Rayna Jackson,Production Engineer
832,2020-05-07T07:32:00,2020-05-07T16:04:00,7424.79, Aluminium and Wood, Prepare Quote,Alyvia Berger,Sales Engineer
832,2020-05-10T04:10:00,2020-05-10T04:11:00,7424.79, Aluminium and Wood, Approve Quote,Matilda Escobar,Senior Sales Engineer
832,2020-05-12T12:27:00,2020-05-12T12:27:00,7424.79, Aluminium and Wood, Submit Quote,Kamila Leblanc,Sales Rep
835,2020-05-03T19:23:00,2020-05-03T20:19:00,15436.56, Glass, Create Request for Quote,Bailee Barr,Sales Rep
835,2020-05-04T12:24:00,2020-05-04T12:29:00,15436.56, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
835,2020-05-04T12:34:00,2020-05-04T12:35:00,15436.56, Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
835,2020-05-04T23:46:00,2020-05-05T00:21:00,15436.56, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
835,2020-05-06T14:03:00,2020-05-07T03:13:00,15436.56, Glass, Prepare Quote,Karter Chapman,Sales Engineer
835,2020-05-16T14:47:00,2020-05-16T14:48:00,15436.56, Glass, Approve Quote,Matilda Escobar,Senior Sales Engineer
835,2020-05-20T08:57:00,2020-05-20T08:57:00,15436.56, Glass, Submit Quote,Arturo Horton,Sales Rep
837,2020-05-04T00:34:00,2020-05-04T01:20:00,989.59, Aluminium and Glass, Create Request for Quote,Matilda Escobar,Sales Rep
837,2020-05-04T16:20:00,2020-05-04T16:24:00,989.59, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
837,2020-05-04T16:30:00,2020-05-04T16:32:00,989.59, Aluminium and Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
837,2020-05-08T13:56:00,2020-05-08T14:29:00,989.59, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
837,2020-05-09T11:05:00,2020-05-09T15:44:00,989.59, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
837,2020-05-14T06:56:00,2020-05-14T06:57:00,989.59, Aluminium and Glass, Approve Quote,Nathanial Oliver,Senior Sales Engineer
837,2020-05-17T06:00:00,2020-05-17T06:00:00,989.59, Aluminium and Glass, Submit Quote,Arturo Horton,Sales Rep
839,2020-05-04T06:00:00,2020-05-04T06:08:00,7331.62, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
839,2020-05-05T04:39:00,2020-05-05T04:47:00,7331.62, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
839,2020-05-05T04:50:00,2020-05-05T04:52:00,7331.62, Aluminium and Glass, Prepare New Product Design,Sonny Todd,Sales Engineer
839,2020-05-09T09:55:00,2020-05-09T10:14:00,7331.62, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
839,2020-05-09T11:11:00,2020-05-09T11:25:00,7331.62, Aluminium and Glass, Amend Production Plan,Dallas Melendez,Production Engineer
839,2020-05-22T11:22:00,2020-05-22T11:58:00,7331.62, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
839,2020-05-22T12:52:00,2020-05-22T13:02:00,7331.62, Aluminium and Glass, Amend Production Plan,Morgan Roach,Production Engineer
839,2020-06-10T22:10:00,2020-06-10T22:17:00,7331.62, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
839,2020-06-10T23:08:00,2020-06-10T23:16:00,7331.62, Aluminium and Glass, Amend Production Plan,Matilda Escobar,Production Engineer
839,2020-06-21T19:08:00,2020-06-21T19:30:00,7331.62, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
839,2020-06-21T20:29:00,2020-06-21T20:35:00,7331.62, Aluminium and Glass, Amend Production Plan,Jaylen Gardner,Production Engineer
839,2020-06-24T10:33:00,2020-06-24T10:33:00,7331.62, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
839,2020-06-25T22:52:00,2020-06-26T13:20:00,7331.62, Aluminium and Glass, Prepare Quote,Alyvia Berger,Sales Engineer
839,2020-07-08T15:19:00,2020-07-08T15:20:00,7331.62, Aluminium and Glass, Approve Quote,Bailee Barr,Senior Sales Engineer
839,2020-07-26T20:08:00,2020-07-26T20:08:00,7331.62, Aluminium and Glass, Submit Quote,Mariam Tate,Sales Rep
84,2020-01-11T08:29:00,2020-01-11T09:13:00,7903.84, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
84,2020-01-12T05:55:00,2020-01-12T06:03:00,7903.84, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
84,2020-01-12T06:09:00,2020-01-12T06:12:00,7903.84, Aluminium and Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
84,2020-01-12T09:53:00,2020-01-12T10:13:00,7903.84, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
841,2020-05-04T19:33:00,2020-05-04T19:47:00,5060.43, Aluminium, Create Request for Quote,Roland Salazar,Sales Rep
841,2020-05-04T23:23:00,2020-05-04T23:33:00,5060.43, Aluminium, Customize Existing Product Design,Jaylen Gardner,Sales Engineer
841,2020-05-06T22:19:00,2020-05-06T22:53:00,5060.43, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
841,2020-05-08T13:35:00,2020-05-08T23:58:00,5060.43, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
841,2020-05-14T14:21:00,2020-05-14T14:22:00,5060.43, Aluminium, Approve Quote,Morgan Roach,Senior Sales Engineer
841,2020-05-16T12:13:00,2020-05-16T12:13:00,5060.43, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
844,2020-05-05T00:57:00,2020-05-05T01:11:00,6937.82, Aluminium, Create Request for Quote,Morgan Roach,Sales Rep
844,2020-05-05T02:04:00,2020-05-05T02:12:00,6937.82, Aluminium, Customize Existing Product Design,Nathanial Oliver,Sales Engineer
844,2020-05-07T00:30:00,2020-05-07T01:00:00,6937.82, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
844,2020-05-08T14:39:00,2020-05-08T18:50:00,6937.82, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
844,2020-05-17T02:08:00,2020-05-17T02:09:00,6937.82, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
844,2020-05-20T08:57:00,2020-05-20T08:57:00,6937.82, Aluminium, Submit Quote,Arturo Horton,Sales Rep
846,2020-05-05T07:16:00,2020-05-05T07:26:00,5060.09, Aluminium, Create Request for Quote,Bailee Barr,Sales Rep
846,2020-05-06T04:45:00,2020-05-06T04:54:00,5060.09, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
85,2020-01-11T08:43:00,2020-01-11T09:13:00,3399.3, Aluminium, Create Request for Quote,Bailee Barr,Sales Rep
85,2020-01-11T16:33:00,2020-01-11T16:46:00,3399.3, Aluminium, Customize Existing Product Design,Rachael Tanner,Sales Engineer
85,2020-01-12T06:42:00,2020-01-12T07:17:00,3399.3, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
85,2020-01-13T08:08:00,2020-01-13T16:09:00,3399.3, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
85,2020-01-17T14:00:00,2020-01-17T14:01:00,3399.3, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
85,2020-01-18T11:40:00,2020-01-18T11:40:00,3399.3, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
851,2020-05-05T18:44:00,2020-05-05T19:21:00,17784.7, Aluminium and Glass, Create Request for Quote,Aria Bonilla,Sales Rep
851,2020-05-06T00:11:00,2020-05-06T00:19:00,17784.7, Aluminium and Glass, Customize Existing Product Design,Morgan Roach,Sales Engineer
851,2020-05-11T04:03:00,2020-05-11T04:21:00,17784.7, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
855,2020-05-06T01:54:00,2020-05-06T02:01:00,15310.2, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
855,2020-05-06T16:20:00,2020-05-06T16:29:00,15310.2, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
855,2020-05-06T16:36:00,2020-05-06T16:38:00,15310.2, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
855,2020-05-07T05:16:00,2020-05-07T05:58:00,15310.2, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
855,2020-05-07T21:58:00,2020-05-07T22:20:00,15310.2, Aluminium, Request Customer Info,Sonny Todd,Sales Rep
855,2020-05-31T20:41:00,2020-05-31T21:25:00,15310.2, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
855,2020-05-31T22:16:00,2020-05-31T22:31:00,15310.2, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
855,2020-06-07T03:26:00,2020-06-07T03:36:00,15310.2, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
855,2020-06-07T04:34:00,2020-06-07T04:47:00,15310.2, Aluminium, Amend Production Plan,Lexi Larsen,Production Engineer
855,2020-07-08T13:11:00,2020-07-08T13:37:00,15310.2, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
855,2020-07-11T19:37:00,2020-07-12T00:01:00,15310.2, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
855,2020-07-22T10:21:00,2020-07-22T10:22:00,15310.2, Aluminium, Approve Quote,Nathanial Oliver,Senior Sales Engineer
855,2020-07-24T22:01:00,2020-07-24T22:01:00,15310.2, Aluminium, Submit Quote,Arturo Horton,Sales Rep
856,2020-05-06T03:32:00,2020-05-06T04:07:00,1409.64, Glass, Create Request for Quote,Morgan Roach,Sales Rep
856,2020-05-06T21:53:00,2020-05-06T21:59:00,1409.64, Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
856,2020-05-06T22:04:00,2020-05-06T22:06:00,1409.64, Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
856,2020-05-10T03:35:00,2020-05-10T04:09:00,1409.64, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
856,2020-05-10T04:55:00,2020-05-10T05:01:00,1409.64, Glass, Amend Production Plan,Hugh Collins,Production Engineer
856,2020-06-11T02:24:00,2020-06-11T02:53:00,1409.64, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
856,2020-06-11T18:57:00,2020-06-11T19:09:00,1409.64, Glass, Request Customer Info,Sonny Todd,Sales Rep
856,2020-07-06T08:49:00,2020-07-06T09:07:00,1409.64, Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
856,2020-07-07T01:10:00,2020-07-07T01:36:00,1409.64, Glass, Request Customer Info,Brynn Warren,Sales Rep
856,2020-07-16T06:17:00,2020-07-16T06:38:00,1409.64, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
856,2020-07-16T07:29:00,2020-07-16T07:43:00,1409.64, Glass, Amend Production Plan,Emilee Dorsey,Production Engineer
856,2020-07-16T16:36:00,2020-07-16T16:51:00,1409.64, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
856,2020-07-16T17:35:00,2020-07-16T17:41:00,1409.64, Glass, Amend Production Plan,Dallas Melendez,Production Engineer
856,2020-07-18T07:32:00,2020-07-18T08:04:00,1409.64, Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
856,2020-07-20T08:29:00,2020-07-20T16:30:00,1409.64, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
856,2020-07-25T05:44:00,2020-07-25T05:45:00,1409.64, Glass, Approve Quote,Morgan Roach,Senior Sales Engineer
856,2020-08-01T19:52:00,2020-08-01T19:52:00,1409.64, Glass, Submit Quote,Mariam Tate,Sales Rep
858,2020-05-06T17:31:00,2020-05-06T17:38:00,511.99, Aluminium and Glass, Create Request for Quote,Dallas Melendez,Sales Rep
858,2020-05-06T20:10:00,2020-05-06T20:24:00,511.99, Aluminium and Glass, Customize Existing Product Design,Lexi Larsen,Sales Engineer
858,2020-06-06T20:48:00,2020-06-06T21:12:00,511.99, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
858,2020-06-06T22:01:00,2020-06-06T22:14:00,511.99, Aluminium and Glass, Amend Production Plan,Aria Bonilla,Production Engineer
858,2020-06-15T02:51:00,2020-06-15T02:51:00,511.99, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
858,2020-06-15T03:36:00,2020-06-15T03:43:00,511.99, Aluminium and Glass, Amend Production Plan,Dallas Melendez,Production Engineer
858,2020-06-21T20:26:00,2020-06-21T20:47:00,511.99, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
858,2020-06-21T21:44:00,2020-06-21T21:57:00,511.99, Aluminium and Glass, Amend Production Plan,Hugh Collins,Production Engineer
858,2020-06-28T18:21:00,2020-06-28T18:49:00,511.99, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
858,2020-06-28T19:43:00,2020-06-28T19:49:00,511.99, Aluminium and Glass, Amend Production Plan,Bailee Barr,Production Engineer
858,2020-07-27T20:43:00,2020-07-27T21:21:00,511.99, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
858,2020-07-27T22:07:00,2020-07-27T22:15:00,511.99, Aluminium and Glass, Amend Production Plan,Jaylen Gardner,Production Engineer
858,2020-07-28T10:00:00,2020-07-28T10:21:00,511.99, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
86,2020-01-12T01:43:00,2020-01-12T02:36:00,1575.4, Aluminium, Create Request for Quote,Emilee Dorsey,Sales Rep
86,2020-01-12T06:30:00,2020-01-12T06:41:00,1575.4, Aluminium, Customize Existing Product Design,Jaslene Bean,Sales Engineer
86,2020-01-12T09:37:00,2020-01-12T09:53:00,1575.4, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
86,2020-01-12T10:34:00,2020-01-12T10:42:00,1575.4, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
86,2020-01-12T22:44:00,2020-01-12T23:05:00,1575.4, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
860,2020-05-07T01:53:00,2020-05-07T02:09:00,8462.0, Aluminium and Glass, Create Request for Quote,Dallas Melendez,Sales Rep
860,2020-05-07T23:16:00,2020-05-07T23:24:00,8462.0, Aluminium and Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
860,2020-05-07T23:30:00,2020-05-07T23:31:00,8462.0, Aluminium and Glass, Prepare New Product Design,Brynn Warren,Sales Engineer
860,2020-05-11T15:30:00,2020-05-11T15:41:00,8462.0, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
860,2020-05-11T16:20:00,2020-05-11T16:32:00,8462.0, Aluminium and Glass, Amend Production Plan,Dallas Melendez,Production Engineer
860,2020-05-13T07:07:00,2020-05-13T07:40:00,8462.0, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
860,2020-05-14T10:43:00,2020-05-14T22:15:00,8462.0, Aluminium and Glass, Prepare Quote,Rayna Jackson,Sales Engineer
860,2020-05-21T08:57:00,2020-05-21T08:58:00,8462.0, Aluminium and Glass, Approve Quote,Matilda Escobar,Senior Sales Engineer
860,2020-05-22T11:31:00,2020-05-22T11:31:00,8462.0, Aluminium and Glass, Submit Quote,Mariam Tate,Sales Rep
861,2020-05-07T02:46:00,2020-05-07T03:02:00,4445.19, Aluminium, Create Request for Quote,Emilee Dorsey,Sales Rep
861,2020-05-08T03:28:00,2020-05-08T03:34:00,4445.19, Aluminium, Analyze Request for Quote,Sonny Todd,Sales Engineer
861,2020-05-08T03:39:00,2020-05-08T03:41:00,4445.19, Aluminium, Prepare New Product Design,Sonny Todd,Sales Engineer
861,2020-05-13T04:20:00,2020-05-13T04:51:00,4445.19, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
862,2020-05-07T09:06:00,2020-05-07T09:13:00,4948.8, Aluminium, Create Request for Quote,Rachael Tanner,Sales Rep
862,2020-05-07T13:58:00,2020-05-07T14:07:00,4948.8, Aluminium, Customize Existing Product Design,Hugh Collins,Sales Engineer
862,2020-05-13T04:52:00,2020-05-13T05:21:00,4948.8, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
862,2020-05-13T06:08:00,2020-05-13T06:16:00,4948.8, Aluminium, Amend Production Plan,Mitchell Mckay,Production Engineer
862,2020-05-21T23:46:00,2020-05-21T23:59:00,4948.8, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
87,2020-01-12T04:17:00,2020-01-12T04:36:00,14236.52, Aluminium, Create Request for Quote,Hugh Collins,Sales Rep
87,2020-01-12T15:20:00,2020-01-12T15:26:00,14236.52, Aluminium, Analyze Request for Quote,Brynn Warren,Sales Engineer
87,2020-01-12T15:31:00,2020-01-12T15:34:00,14236.52, Aluminium, Prepare New Product Design,Korbin Miranda,Sales Engineer
87,2020-01-12T17:45:00,2020-01-12T17:51:00,14236.52, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
87,2020-01-12T18:42:00,2020-01-12T18:47:00,14236.52, Aluminium, Amend Production Plan,Aria Bonilla,Production Engineer
87,2020-01-13T07:07:00,2020-01-13T07:30:00,14236.52, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
87,2020-01-15T08:49:00,2020-01-15T17:03:00,14236.52, Aluminium, Prepare Quote,Alyvia Berger,Sales Engineer
87,2020-01-19T00:29:00,2020-01-19T00:30:00,14236.52, Aluminium, Approve Quote,Jaylen Gardner,Senior Sales Engineer
87,2020-01-20T12:17:00,2020-01-20T12:17:00,14236.52, Aluminium, Submit Quote,Arturo Horton,Sales Rep
872,2020-05-09T04:06:00,2020-05-09T04:20:00,3661.77, Aluminium, Create Request for Quote,Jaylen Gardner,Sales Rep
872,2020-05-09T05:46:00,2020-05-09T05:54:00,3661.77, Aluminium, Customize Existing Product Design,Jaslene Bean,Sales Engineer
872,2020-05-31T22:23:00,2020-05-31T22:43:00,3661.77, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
872,2020-05-31T23:30:00,2020-05-31T23:40:00,3661.77, Aluminium, Amend Production Plan,Rachael Tanner,Production Engineer
872,2020-06-03T16:06:00,2020-06-03T16:36:00,3661.77, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
872,2020-06-03T17:27:00,2020-06-03T17:34:00,3661.77, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
872,2020-06-26T12:40:00,2020-06-26T13:06:00,3661.77, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
872,2020-06-26T14:00:00,2020-06-26T14:05:00,3661.77, Aluminium, Amend Production Plan,Emilee Dorsey,Production Engineer
872,2020-06-28T16:09:00,2020-06-28T16:28:00,3661.77, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
872,2020-06-28T17:23:00,2020-06-28T17:34:00,3661.77, Aluminium, Amend Production Plan,Roland Salazar,Production Engineer
872,2020-07-07T04:33:00,2020-07-07T05:03:00,3661.77, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
872,2020-07-07T05:49:00,2020-07-07T05:57:00,3661.77, Aluminium, Amend Production Plan,Matilda Escobar,Production Engineer
872,2020-07-20T09:05:00,2020-07-20T09:42:00,3661.77, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
872,2020-07-20T10:30:00,2020-07-20T10:43:00,3661.77, Aluminium, Amend Production Plan,Dallas Melendez,Production Engineer
872,2020-07-22T00:37:00,2020-07-22T00:57:00,3661.77, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
872,2020-07-22T01:48:00,2020-07-22T01:55:00,3661.77, Aluminium, Amend Production Plan,Dallas Melendez,Production Engineer
872,2020-08-02T00:16:00,2020-08-02T00:45:00,3661.77, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
872,2020-08-03T17:35:00,2020-08-04T01:15:00,3661.77, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
872,2020-08-18T10:01:00,2020-08-18T10:02:00,3661.77, Aluminium, Approve Quote,Roland Salazar,Senior Sales Engineer
872,2020-08-20T04:02:00,2020-08-20T04:02:00,3661.77, Aluminium, Submit Quote,Katelyn Pitts,Sales Rep
874,2020-05-09T06:06:00,2020-05-09T06:54:00,25827.86, Aluminium, Create Request for Quote,Matilda Escobar,Sales Rep
874,2020-05-10T00:53:00,2020-05-10T00:57:00,25827.86, Aluminium, Analyze Request for Quote,Korbin Miranda,Sales Engineer
875,2020-05-09T06:18:00,2020-05-09T06:32:00,255.74, Glass, Create Request for Quote,Lexi Larsen,Sales Rep
875,2020-05-09T22:28:00,2020-05-09T22:32:00,255.74, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
877,2020-05-09T14:23:00,2020-05-09T14:55:00,16478.66, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
877,2020-05-10T06:26:00,2020-05-10T06:30:00,16478.66, Aluminium and Glass, Analyze Request for Quote,Sonny Todd,Sales Engineer
881,2020-05-10T10:24:00,2020-05-10T11:01:00,5708.12, Aluminium, Create Request for Quote,Dallas Melendez,Sales Rep
881,2020-05-10T18:39:00,2020-05-10T18:51:00,5708.12, Aluminium, Customize Existing Product Design,Emilee Dorsey,Sales Engineer
881,2020-06-11T03:38:00,2020-06-11T03:58:00,5708.12, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
881,2020-06-11T04:48:00,2020-06-11T05:03:00,5708.12, Aluminium, Amend Production Plan,Bailee Barr,Production Engineer
881,2020-06-14T13:45:00,2020-06-14T14:07:00,5708.12, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
881,2020-06-14T14:49:00,2020-06-14T15:02:00,5708.12, Aluminium, Amend Production Plan,Nathanial Oliver,Production Engineer
881,2020-06-30T23:21:00,2020-06-30T23:55:00,5708.12, Aluminium, Prepare Production Plan,Alyvia Berger,Production Engineer
881,2020-07-03T16:32:00,2020-07-04T02:51:00,5708.12, Aluminium, Prepare Quote,Karter Chapman,Sales Engineer
881,2020-07-26T12:38:00,2020-07-26T12:39:00,5708.12, Aluminium, Approve Quote,Dallas Melendez,Senior Sales Engineer
881,2020-07-30T19:06:00,2020-07-30T19:06:00,5708.12, Aluminium, Submit Quote,Arturo Horton,Sales Rep
888,2020-05-10T20:03:00,2020-05-10T20:42:00,18667.37, Glass, Create Request for Quote,Bailee Barr,Sales Rep
888,2020-05-10T23:25:00,2020-05-10T23:36:00,18667.37, Glass, Customize Existing Product Design,Emilee Dorsey,Sales Engineer
888,2020-05-13T05:27:00,2020-05-13T06:00:00,18667.37, Glass, Prepare Production Plan,Karter Chapman,Production Engineer
888,2020-05-14T00:46:00,2020-05-14T10:34:00,18667.37, Glass, Prepare Quote,Rayna Jackson,Sales Engineer
888,2020-05-23T03:15:00,2020-05-23T03:16:00,18667.37, Glass, Approve Quote,Mitchell Mckay,Senior Sales Engineer
888,2020-05-24T13:46:00,2020-05-24T13:46:00,18667.37, Glass, Submit Quote,Kamila Leblanc,Sales Rep
889,2020-05-10T22:39:00,2020-05-10T23:19:00,795.5, Aluminium, Create Request for Quote,Morgan Roach,Sales Rep
889,2020-05-11T05:05:00,2020-05-11T05:16:00,795.5, Aluminium, Customize Existing Product Design,Dallas Melendez,Sales Engineer
889,2020-05-15T13:38:00,2020-05-15T13:53:00,795.5, Aluminium, Prepare Production Plan,Rayna Jackson,Production Engineer
889,2020-05-16T08:19:00,2020-05-16T21:22:00,795.5, Aluminium, Prepare Quote,Rayna Jackson,Sales Engineer
889,2020-05-20T16:48:00,2020-05-20T16:49:00,795.5, Aluminium, Approve Quote,Lexi Larsen,Senior Sales Engineer
889,2020-05-21T14:07:00,2020-05-21T14:07:00,795.5, Aluminium, Submit Quote,Kamila Leblanc,Sales Rep
89,2020-01-12T13:13:00,2020-01-12T14:06:00,22158.99, Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
89,2020-01-13T05:12:00,2020-01-13T05:19:00,22158.99, Glass, Analyze Request for Quote,Korbin Miranda,Sales Engineer
892,2020-05-11T05:19:00,2020-05-11T06:08:00,2334.95, Aluminium and Glass, Create Request for Quote,Emilee Dorsey,Sales Rep
892,2020-05-12T03:39:00,2020-05-12T03:46:00,2334.95, Aluminium and Glass, Analyze Request for Quote,Brynn Warren,Sales Engineer
892,2020-05-12T03:52:00,2020-05-12T03:54:00,2334.95, Aluminium and Glass, Prepare New Product Design,Korbin Miranda,Sales Engineer
892,2020-05-15T07:55:00,2020-05-15T08:08:00,2334.95, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
892,2020-05-15T09:05:00,2020-05-15T09:18:00,2334.95, Aluminium and Glass, Amend Production Plan,Bailee Barr,Production Engineer
892,2020-06-01T02:09:00,2020-06-01T02:19:00,2334.95, Aluminium and Glass, Prepare Production Plan,Alyvia Berger,Production Engineer
892,2020-06-01T18:05:00,2020-06-01T18:21:00,2334.95, Aluminium and Glass, Request Customer Info,Korbin Miranda,Sales Rep
892,2020-07-20T17:55:00,2020-07-20T18:19:00,2334.95, Aluminium and Glass, Prepare Production Plan,Karter Chapman,Production Engineer
892,2020-07-20T19:10:00,2020-07-20T19:20:00,2334.95, Aluminium and Glass, Amend Production Plan,Aria Bonilla,Production Engineer
892,2020-08-26T18:48:00,2020-08-26T19:23:00,2334.95, Aluminium and Glass, Prepare Production Plan,Rayna Jackson,Production Engineer
896,2020-05-11T13:22:00,2020-05-11T13:29:00,20506.74, Aluminium, Create Request for Quote,Nathanial Oliver,Sales Rep
896,2020-05-11T18:22:00,2020-05-11T18:34:00,20506.74, Aluminium, Customize Existing Product Design,Dallas Melendez,Sales Engineer
896,2020-05-26T14:13:00,2020-05-26T14:35:00,20506.74, Aluminium, Prepare Production Plan,Karter Chapman,Production Engineer
9,2020-01-01T16:17:00,2020-01-01T16:34:00,2132.6, Aluminium and Wood, Create Request for Quote,Morgan Roach,Sales Rep
